year,numOut,numExecs,numVCs,startupHadFinancing,financingRoundNumer,cik1,cik2,cik3,cik4
2006,2,2,0,0,,1159362,,,
2014,0,2,0,1,1,1159448,,,
2015,0,2,0,1,2,1159448,,,
2016,0,1,0,0,,1159448,,,
2017,0,1,0,0,,1159448,,,
2009,0,3,0,1,1,1160358,,,
2010,0,3,0,0,,1160358,,,
2011,0,3,0,0,,1160358,,,
2005,0,2,1,1,1,1161276,,,
2006,0,2,1,0,,1161276,,,
2007,0,2,1,0,,1161276,,,
2008,0,2,1,0,,1161276,,,
2009,0,2,1,0,,1161276,,,
2010,0,2,1,0,,1161276,,,
2011,0,2,0,0,,1161276,,,
2012,0,1,0,0,,1161276,,,
2013,0,1,0,0,,1161276,,,
2014,0,1,0,1,2,1161276,,,
2015,0,1,0,0,,1161276,,,
2016,0,2,0,0,,1161276,,,
2002,0,3,1,1,1,1161304,,,
2003,1,3,1,0,,1161304,,,
2004,1,3,1,0,,1161304,,,
2005,1,2,5,1,2,1161304,,,
2006,1,2,4,0,,1161304,,,
2007,1,2,4,1,3,1161304,,,
2008,1,2,4,0,,1161304,,,
2009,1,2,4,1,4,1161304,,,
2010,1,2,4,0,,1161304,,,
2011,1,2,4,1,5,1161304,,,
2012,1,2,4,0,,1161304,,,
2013,1,2,4,1,6,1161304,,,
2014,1,2,4,0,,1161304,,,
2015,1,2,4,1,7,1161304,,,
2016,1,2,2,1,8,1161304,,,
2017,0,2,2,1,9,1161304,,,
2005,3,1,2,1,1,1161700,,,
2006,3,1,2,0,,1161700,,,
2007,3,1,2,0,,1161700,,,
2008,3,1,2,1,2,1161700,,,
2009,3,1,2,0,,1161700,,,
2010,3,1,2,0,,1161700,,,
2011,2,0,2,0,,1161700,,,
2012,2,0,2,0,,1161700,,,
2013,2,0,2,0,,1161700,,,
2014,2,1,2,1,3,1161700,,,
2015,2,1,2,1,4,1161700,,,
2016,2,1,2,0,,1161700,,,
2017,2,1,2,0,,1161700,,,
2002,1,3,2,1,1,1161885,,,
2003,1,4,2,0,,1161885,,,
2004,2,3,4,1,2,1161885,,,
2005,2,1,4,0,,1161885,,,
2006,5,1,3,1,3,1161885,,,
2007,5,1,3,0,,1161885,,,
2008,5,1,4,0,,1161885,,,
2009,5,1,4,0,,1161885,,,
2010,5,1,3,0,,1161885,,,
2003,0,1,3,1,1,1161932,,,
2004,0,1,3,0,,1161932,,,
2005,0,1,3,1,2,1161932,,,
2006,0,1,3,0,,1161932,,,
2007,0,1,4,0,,1161932,,,
2008,0,1,4,1,3,1161932,,,
2009,0,1,4,0,,1161932,,,
2010,0,1,4,0,,1161932,,,
2011,0,1,4,1,4,1161932,,,
2012,0,2,4,0,,1161932,,,
2013,0,2,4,0,,1161932,,,
2014,0,2,3,0,,1161932,,,
2015,0,1,3,0,,1161932,,,
2016,0,1,1,0,,1161932,,,
2003,0,6,0,1,1,1161999,,,
2004,0,6,0,0,,1161999,,,
2007,0,1,0,1,1,1162386,,,
2008,0,1,0,1,2,1162386,,,
2009,0,1,0,0,,1162386,,,
2010,0,1,0,0,,1162386,,,
2011,0,1,0,0,,1162386,,,
2012,0,1,0,0,,1162386,,,
2002,1,2,2,1,1,1162987,,,
2003,1,2,2,0,,1162987,,,
2004,1,2,2,0,,1162987,,,
2006,0,1,0,1,1,1163691,,,
2007,0,1,0,0,,1163691,,,
2004,0,2,2,1,1,1163806,,,
2005,0,1,2,0,,1163806,,,
2006,0,1,1,0,,1163806,,,
2007,0,1,1,0,,1163806,,,
2002,0,2,4,1,1,1163995,,,
2003,0,1,3,1,2,1163995,,,
2004,0,1,3,1,3,1163995,,,
2005,1,2,4,1,4,1163995,,,
2006,1,2,4,0,,1163995,,,
2007,2,1,4,1,5,1163995,,,
2008,2,1,4,0,,1163995,,,
2009,2,2,4,1,6,1163995,,,
2010,0,2,4,0,,1163995,,,
2011,0,2,3,0,,1163995,,,
2002,1,2,2,1,1,1164137,,,
2003,1,4,2,0,,1164137,,,
2004,3,4,4,1,2,1164137,,,
2005,3,1,4,0,,1164137,,,
2006,3,1,4,1,3,1164137,,,
2007,3,1,4,0,,1164137,,,
2008,0,1,3,1,4,1164137,,,
2009,1,1,0,0,,1164137,,,
2003,2,2,2,1,1,1164160,,,
2004,2,2,2,1,2,1164160,,,
2005,1,2,4,0,,1164160,,,
2006,1,2,4,0,,1164160,,,
2007,1,2,4,1,3,1164160,,,
2008,1,2,4,0,,1164160,,,
2009,1,2,2,0,,1164160,,,
2002,0,0,0,1,1,1164203,,,
2003,0,2,3,1,2,1164203,,,
2004,1,0,3,0,,1164203,,,
2005,1,1,2,1,3,1164203,,,
2006,1,1,2,0,,1164203,,,
2007,0,1,2,1,4,1164203,,,
2008,0,1,3,0,,1164203,,,
2009,0,1,1,0,,1164203,,,
2003,1,4,1,1,1,1164854,,,
2004,1,3,1,1,2,1164854,,,
2005,1,2,1,1,3,1164854,,,
2006,1,2,1,1,4,1164854,,,
2007,1,2,1,0,,1164854,,,
2008,1,2,1,1,5,1164854,,,
2009,1,2,1,0,,1164854,,,
2010,1,2,1,0,,1164854,,,
2011,1,2,1,0,,1164854,,,
2012,1,2,1,0,,1164854,,,
2002,5,1,2,1,1,1165046,,,
2003,3,0,2,1,2,1165046,,,
2004,3,0,1,1,3,1165046,,,
2005,2,0,3,0,,1165046,,,
2006,2,0,3,0,,1165046,,,
2007,2,0,3,1,4,1165046,,,
2008,3,0,3,0,,1165046,,,
2009,3,0,3,1,5,1165046,,,
2010,3,1,2,0,,1165046,,,
2011,3,1,2,0,,1165046,,,
2012,3,1,2,0,,1165046,,,
2013,3,1,2,0,,1165046,,,
2014,3,1,3,0,,1165046,,,
2015,2,1,3,0,,1165046,,,
2016,2,1,3,0,,1165046,,,
2017,2,1,1,0,,1165046,,,
2004,0,1,3,1,1,1165562,1236761,,
2005,0,1,4,1,2,1165562,1236761,,
2006,1,1,4,0,,1165562,1236761,,
2007,1,1,4,0,,1165562,1236761,,
2008,1,1,4,1,3,1165562,1236761,,
2009,1,2,5,1,4,1165562,1236761,,
2010,1,2,5,0,,1165562,1236761,,
2011,1,2,5,0,,1165562,1236761,,
2012,1,2,1,0,,1165562,1236761,,
2006,1,4,1,1,1,1165759,,,
2007,2,2,1,0,,1165759,,,
2008,2,2,1,1,2,1165759,,,
2009,2,2,1,0,,1165759,,,
2010,2,2,1,1,3,1165759,,,
2011,2,2,1,0,,1165759,,,
2012,2,2,2,0,,1165759,,,
2007,0,2,2,1,1,1166096,,,
2008,0,2,2,1,2,1166096,,,
2009,0,2,4,0,,1166096,,,
2010,0,2,4,0,,1166096,,,
2006,1,2,2,1,1,1166223,,,
2007,1,2,2,0,,1166223,,,
2008,1,2,2,0,,1166223,,,
2009,1,2,6,1,2,1166223,,,
2010,1,2,6,1,3,1166223,,,
2011,1,2,6,1,4,1166223,,,
2012,1,2,0,0,,1166223,,,
2003,2,6,0,1,1,1166228,,,
2004,3,5,0,0,,1166228,,,
2005,3,3,0,0,,1166228,,,
2006,7,2,0,1,2,1166228,,,
2007,5,2,0,0,,1166228,,,
2008,5,2,0,1,3,1166228,,,
2009,3,2,0,0,,1166228,,,
2010,4,3,0,1,4,1166228,,,
2011,4,3,0,0,,1166228,,,
2012,4,3,0,1,5,1166228,,,
2013,4,3,0,0,,1166228,,,
2014,4,3,0,0,,1166228,,,
2015,4,3,0,0,,1166228,,,
2016,4,3,0,0,,1166228,,,
2002,0,1,2,1,1,1166474,,,
2003,0,1,2,1,2,1166474,,,
2004,0,1,3,0,,1166474,,,
2010,2,5,0,1,1,1166509,,,
2011,2,5,0,0,,1166509,,,
2012,0,3,0,0,,1166509,,,
2013,2,3,2,0,,1166509,,,
2014,3,3,2,0,,1166509,,,
2015,3,3,2,0,,1166509,,,
2016,3,3,2,1,2,1166509,,,
2017,3,3,2,0,,1166509,,,
2003,0,2,2,1,1,1167079,,,
2004,0,2,2,0,,1167079,,,
2002,1,1,2,1,1,1167122,,,
2003,1,1,2,0,,1167122,,,
2004,1,1,2,1,1,1167157,,,
2005,1,2,3,0,,1167157,,,
2006,1,3,2,1,2,1167157,,,
2007,1,3,4,0,,1167157,,,
2008,2,3,3,0,,1167157,,,
2009,2,3,3,0,,1167157,,,
2010,2,3,3,0,,1167157,,,
2002,0,2,2,1,1,1167173,,,
2003,0,2,2,0,,1167173,,,
2004,0,2,2,1,2,1167173,,,
2005,0,2,0,0,,1167173,,,
2003,1,1,2,1,1,1167177,,,
2004,1,2,1,1,2,1167177,,,
2005,1,1,2,0,,1167177,,,
2006,1,1,3,1,3,1167177,,,
2007,1,1,3,1,4,1167177,,,
2008,1,1,3,1,5,1167177,,,
2009,1,1,2,0,,1167177,,,
2010,1,1,2,0,,1167177,,,
2011,1,1,2,0,,1167177,,,
2012,1,1,1,0,,1167177,,,
2002,0,1,2,1,1,1167275,,,
2003,0,1,2,1,2,1167275,,,
2004,0,1,2,0,,1167275,,,
2005,0,1,2,1,3,1167275,,,
2006,0,1,2,0,,1167275,,,
2007,0,1,2,1,4,1167275,,,
2008,0,1,2,0,,1167275,,,
2002,0,2,2,1,1,1167294,,,
2003,0,2,3,0,,1167294,,,
2004,0,2,4,1,2,1167294,,,
2005,0,3,4,1,3,1167294,,,
2006,0,2,6,1,4,1167294,,,
2007,0,2,6,1,5,1167294,,,
2008,0,2,6,0,,1167294,,,
2009,0,2,6,1,6,1167294,,,
2010,0,2,4,0,,1167294,,,
2002,0,3,2,1,1,1167297,,,
2003,0,1,3,0,,1167297,,,
2004,0,2,4,1,2,1167297,,,
2005,0,2,4,0,,1167297,,,
2006,1,1,6,1,3,1167297,,,
2007,1,1,7,0,,1167297,,,
2008,1,1,7,0,,1167297,,,
2009,1,1,0,0,,1167297,,,
2002,1,1,3,1,1,1167659,,,
2003,1,1,5,1,2,1167659,,,
2004,1,1,4,1,3,1167659,,,
2005,1,1,4,0,,1167659,,,
2006,1,1,4,1,4,1167659,,,
2007,1,1,4,0,,1167659,,,
2002,0,1,5,1,1,1168195,,,
2003,1,1,6,1,2,1168195,,,
2004,1,2,2,1,3,1168195,,,
2005,1,2,2,0,,1168195,,,
2006,1,2,3,1,4,1168195,,,
2007,1,2,2,0,,1168195,,,
2002,0,2,3,1,1,1168570,,,
2003,0,3,3,1,2,1168570,,,
2004,2,3,3,1,3,1168570,,,
2005,2,1,2,0,,1168570,,,
2006,2,1,1,0,,1168570,,,
2007,0,1,1,0,,1168570,,,
2008,0,1,1,0,,1168570,,,
2009,0,1,1,0,,1168570,,,
2002,2,1,1,1,1,1168625,,,
2003,2,1,1,0,,1168625,,,
2004,2,1,1,0,,1168625,,,
2005,2,1,1,0,,1168625,,,
2006,2,1,1,0,,1168625,,,
2007,2,1,1,0,,1168625,,,
2008,2,1,1,0,,1168625,,,
2009,2,1,1,0,,1168625,,,
2010,2,1,1,0,,1168625,,,
2011,2,1,1,0,,1168625,,,
2002,2,2,1,1,1,1168658,,,
2003,2,2,2,0,,1168658,,,
2004,1,1,2,0,,1168658,,,
2005,1,1,5,1,2,1168658,,,
2006,0,1,6,0,,1168658,,,
2007,0,1,6,0,,1168658,,,
2008,0,1,6,0,,1168658,,,
2009,0,1,6,0,,1168658,,,
2010,0,1,6,0,,1168658,,,
2011,0,1,6,0,,1168658,,,
2012,0,1,7,0,,1168658,,,
2013,0,1,7,0,,1168658,,,
2014,0,1,7,0,,1168658,,,
2004,0,3,2,1,1,1168767,,,
2005,0,3,2,0,,1168767,,,
2006,0,2,2,0,,1168767,,,
2007,0,2,2,0,,1168767,,,
2008,0,2,0,0,,1168767,,,
2011,0,2,1,1,1,1168901,,,
2012,0,2,1,0,,1168901,,,
2013,0,2,1,0,,1168901,,,
2003,1,3,2,1,1,1169049,,,
2004,1,2,3,1,2,1169049,,,
2005,1,2,3,0,,1169049,,,
2006,1,2,3,1,3,1169049,,,
2007,1,2,5,0,,1169049,,,
2008,1,2,3,0,,1169049,,,
2002,2,0,5,1,1,1169194,1424342,,
2003,2,1,5,0,,1169194,1424342,,
2004,2,1,5,0,,1169194,1424342,,
2005,1,1,7,1,2,1169194,1424342,,
2006,1,1,6,0,,1169194,1424342,,
2007,4,1,5,1,3,1169194,1424342,,
2008,3,1,5,0,,1169194,1424342,,
2009,3,1,5,0,,1169194,1424342,,
2010,4,1,5,1,4,1169194,1424342,,
2002,2,2,1,1,1,1169199,,,
2003,2,3,4,0,,1169199,,,
2004,2,1,5,1,2,1169199,,,
2005,2,1,4,0,,1169199,,,
2006,2,1,4,0,,1169199,,,
2006,0,3,0,1,1,1169245,,,
2007,0,4,3,0,,1169245,,,
2008,0,2,3,0,,1169245,,,
2009,1,3,2,1,2,1169245,,,
2010,0,2,5,1,3,1169245,,,
2011,0,2,5,0,,1169245,,,
2012,0,2,5,1,4,1169245,,,
2013,0,2,5,0,,1169245,,,
2014,0,0,5,0,,1169245,,,
2015,0,1,6,1,5,1169245,,,
2016,0,1,6,0,,1169245,,,
2017,0,1,6,0,,1169245,,,
2004,0,3,1,1,1,1169248,,,
2005,0,3,1,1,2,1169248,,,
2006,0,3,2,1,3,1169248,,,
2007,0,3,2,0,,1169248,,,
2008,0,3,1,0,,1169248,,,
2009,0,3,1,0,,1169248,,,
2010,0,3,1,0,,1169248,,,
2011,0,3,1,0,,1169248,,,
2012,0,3,1,0,,1169248,,,
2009,4,0,0,1,1,1169436,,,
2010,4,0,0,0,,1169436,,,
2002,0,2,3,1,1,1169964,,,
2003,0,2,3,1,2,1169964,,,
2004,0,2,2,0,,1169964,,,
2002,1,1,2,1,1,1169987,,,
2003,2,1,2,0,,1169987,,,
2004,2,1,2,1,2,1169987,,,
2005,2,2,2,1,3,1169987,,,
2006,2,2,2,0,,1169987,,,
2007,2,2,2,1,4,1169987,,,
2008,3,3,5,1,5,1169987,,,
2009,2,2,4,0,,1169987,,,
2010,2,2,4,0,,1169987,,,
2011,2,1,6,1,6,1169987,,,
2012,2,1,6,0,,1169987,,,
2013,2,1,6,1,7,1169987,,,
2014,1,1,7,1,8,1169987,,,
2015,1,1,5,0,,1169987,,,
2003,0,2,0,1,1,1170059,,,
2004,0,2,0,0,,1170059,,,
2005,0,2,0,0,,1170059,,,
2006,0,2,0,0,,1170059,,,
2002,0,2,3,1,1,1170149,,,
2003,0,2,3,0,,1170149,,,
2004,0,1,4,1,2,1170149,,,
2005,1,2,6,1,3,1170149,,,
2006,1,2,5,0,,1170149,,,
2007,1,1,6,1,4,1170149,,,
2008,1,1,6,0,,1170149,,,
2009,1,1,6,0,,1170149,,,
2010,1,1,4,0,,1170149,,,
2002,2,3,2,1,1,1170160,,,
2003,2,3,2,0,,1170160,,,
2004,2,2,2,0,,1170160,,,
2002,1,3,1,1,1,1170258,,,
2003,2,1,1,1,2,1170258,,,
2004,3,1,3,1,3,1170258,,,
2005,4,1,3,1,4,1170258,,,
2006,4,1,3,1,5,1170258,,,
2007,5,1,3,0,,1170258,,,
2008,4,1,4,0,,1170258,,,
2009,3,1,3,1,6,1170258,,,
2010,3,1,3,1,7,1170258,,,
2011,3,1,3,1,8,1170258,,,
2012,3,1,3,0,,1170258,,,
2013,3,1,3,0,,1170258,,,
2014,3,1,3,0,,1170258,,,
2004,0,2,2,1,1,1170414,,,
2005,1,2,3,1,2,1170414,,,
2006,1,2,3,0,,1170414,,,
2007,1,2,3,0,,1170414,,,
2008,1,3,3,0,,1170414,,,
2009,1,3,3,0,,1170414,,,
2010,1,3,2,0,,1170414,,,
2002,1,3,1,1,1,1170415,,,
2003,1,4,1,1,2,1170415,,,
2004,1,5,1,0,,1170415,,,
2005,1,4,2,1,3,1170415,,,
2006,1,4,2,0,,1170415,,,
2007,2,3,2,0,,1170415,,,
2008,2,2,2,1,4,1170415,,,
2009,2,2,2,0,,1170415,,,
2010,2,2,2,1,5,1170415,,,
2011,2,2,2,0,,1170415,,,
2012,2,2,2,0,,1170415,,,
2013,2,2,2,0,,1170415,,,
2014,2,2,1,0,,1170415,,,
2002,0,2,3,1,1,1170624,,,
2003,0,2,3,1,2,1170624,,,
2004,0,2,3,0,,1170624,,,
2005,1,1,4,1,3,1170624,,,
2006,1,1,4,0,,1170624,,,
2002,0,3,0,1,1,1170702,,,
2003,1,3,3,1,2,1170702,,,
2004,1,2,3,0,,1170702,,,
2005,1,1,4,1,3,1170702,,,
2006,2,1,3,0,,1170702,,,
2007,2,2,4,0,,1170702,,,
2008,2,2,4,1,4,1170702,,,
2009,1,1,3,1,5,1170702,,,
2010,1,1,3,0,,1170702,,,
2011,1,1,1,0,,1170702,,,
2002,0,1,5,1,1,1170738,,,
2003,0,2,5,1,2,1170738,,,
2004,0,2,7,1,3,1170738,,,
2005,0,1,6,0,,1170738,,,
2006,0,1,5,0,,1170738,,,
2007,0,2,5,0,,1170738,,,
2008,0,1,6,1,4,1170738,,,
2009,0,1,6,0,,1170738,,,
2010,0,1,6,0,,1170738,,,
2011,0,1,4,0,,1170738,,,
2009,4,2,2,1,1,1170869,,,
2010,4,2,2,1,2,1170869,,,
2011,4,2,2,0,,1170869,,,
2012,4,2,2,0,,1170869,,,
2013,4,2,3,0,,1170869,,,
2008,3,1,2,1,1,1170875,,,
2009,3,1,2,0,,1170875,,,
2010,1,1,2,0,,1170875,,,
2011,1,1,2,0,,1170875,,,
2012,1,1,1,0,,1170875,,,
2013,0,0,1,0,,1170875,,,
2014,1,1,1,1,2,1170875,,,
2015,1,1,1,0,,1170875,,,
2016,1,1,1,0,,1170875,,,
2002,0,2,3,1,1,1171193,,,
2003,0,2,4,0,,1171193,,,
2004,0,2,5,1,2,1171193,,,
2005,0,2,5,0,,1171193,,,
2006,0,2,7,1,3,1171193,,,
2007,0,2,6,1,4,1171193,,,
2008,0,2,6,0,,1171193,,,
2009,0,2,6,1,5,1171193,,,
2010,1,2,6,1,6,1171193,,,
2011,1,2,6,0,,1171193,,,
2012,1,2,6,0,,1171193,,,
2013,1,2,6,1,7,1171193,,,
2014,0,2,6,0,,1171193,,,
2015,0,2,6,0,,1171193,,,
2016,0,2,6,0,,1171193,,,
2002,0,1,2,1,1,1171227,,,
2003,0,1,2,0,,1171227,,,
2004,0,1,2,0,,1171227,,,
2005,0,1,3,1,2,1171227,,,
2006,0,1,3,0,,1171227,,,
2007,0,1,4,1,3,1171227,,,
2008,1,1,3,0,,1171227,,,
2009,1,1,5,1,4,1171227,,,
2010,1,1,6,0,,1171227,,,
2011,1,1,6,0,,1171227,,,
2012,1,1,6,0,,1171227,,,
2013,1,1,6,0,,1171227,,,
2014,1,1,6,0,,1171227,,,
2015,1,1,6,0,,1171227,,,
2016,1,1,7,0,,1171227,,,
2017,1,1,2,0,,1171227,,,
2002,0,3,3,1,1,1171288,,,
2003,0,2,3,0,,1171288,,,
2002,0,1,4,1,1,1171419,,,
2003,0,2,5,1,2,1171419,,,
2004,0,2,5,0,,1171419,,,
2005,0,2,5,0,,1171419,,,
2006,0,2,5,0,,1171419,,,
2007,0,2,4,0,,1171419,,,
2008,0,2,4,0,,1171419,,,
2009,0,2,4,0,,1171419,,,
2010,0,2,4,0,,1171419,,,
2011,0,2,4,0,,1171419,,,
2012,0,2,4,0,,1171419,,,
2005,0,3,3,1,1,1171726,,,
2006,0,3,3,0,,1171726,,,
2007,0,3,3,0,,1171726,,,
2008,0,3,3,1,2,1171726,,,
2009,0,3,3,0,,1171726,,,
2010,0,3,3,0,,1171726,,,
2011,0,3,3,0,,1171726,,,
2008,5,0,2,1,1,1172083,,,
2009,5,0,2,1,2,1172083,,,
2010,5,0,2,1,3,1172083,,,
2011,6,0,3,0,,1172083,,,
2012,6,0,2,1,4,1172083,,,
2013,3,0,2,1,5,1172083,,,
2014,3,0,2,0,,1172083,,,
2015,4,1,1,0,,1172083,,,
2016,4,1,1,0,,1172083,,,
2017,4,1,1,1,6,1172083,,,
2002,1,1,2,1,1,1172174,,,
2003,1,1,3,1,2,1172174,,,
2004,1,1,3,0,,1172174,,,
2005,1,1,3,1,3,1172174,,,
2006,0,1,3,1,4,1172174,,,
2007,0,1,3,0,,1172174,,,
2008,0,1,3,0,,1172174,,,
2002,1,1,3,1,1,1172202,,,
2003,1,1,3,0,,1172202,,,
2004,1,1,4,1,2,1172202,,,
2005,1,1,4,0,,1172202,,,
2006,1,1,0,0,,1172202,,,
2002,1,2,1,1,1,1172209,,,
2003,1,2,2,1,2,1172209,,,
2004,1,1,2,1,3,1172209,,,
2005,1,4,2,1,4,1172209,,,
2006,1,4,3,0,,1172209,,,
2007,0,2,2,0,,1172209,,,
2008,0,2,1,0,,1172209,,,
2003,0,1,2,1,1,1172723,,,
2004,0,1,3,1,2,1172723,,,
2005,2,2,2,1,3,1172723,,,
2006,2,1,2,0,,1172723,,,
2007,2,1,2,1,4,1172723,,,
2008,2,1,2,1,5,1172723,,,
2009,2,1,0,0,,1172723,,,
2002,0,1,5,1,1,1172759,,,
2003,0,1,5,0,,1172759,,,
2004,0,1,6,1,2,1172759,,,
2005,0,1,4,0,,1172759,,,
2006,0,0,4,1,3,1172759,,,
2007,0,0,4,0,,1172759,,,
2008,0,0,4,1,4,1172759,,,
2002,1,3,4,1,1,1172860,,,
2003,1,3,5,1,2,1172860,,,
2004,1,3,5,0,,1172860,,,
2005,1,3,0,0,,1172860,,,
2002,0,3,4,1,1,1172888,,,
2003,0,5,7,1,2,1172888,,,
2004,0,3,6,0,,1172888,,,
2005,0,3,5,0,,1172888,,,
2006,0,0,3,0,,1172888,,,
2007,0,1,4,1,3,1172888,,,
2008,0,1,3,0,,1172888,,,
2009,1,1,5,1,4,1172888,,,
2010,1,1,5,0,,1172888,,,
2011,1,1,5,0,,1172888,,,
2012,1,1,6,0,,1172888,,,
2013,1,1,5,0,,1172888,,,
2014,1,1,5,0,,1172888,,,
2015,1,1,5,1,5,1172888,,,
2016,1,1,5,0,,1172888,,,
2017,1,1,5,0,,1172888,,,
2002,1,4,1,1,1,1172972,,,
2003,1,4,0,0,,1172972,,,
2002,0,2,2,1,1,1172973,,,
2003,0,3,2,1,2,1172973,,,
2004,0,3,2,0,,1172973,,,
2005,0,2,2,0,,1172973,,,
2006,0,2,2,1,3,1172973,,,
2007,0,2,2,0,,1172973,,,
2008,0,2,2,1,4,1172973,,,
2009,0,2,2,0,,1172973,,,
2010,0,0,0,0,,1172973,,,
2011,2,1,3,1,5,1172973,,,
2012,2,1,3,0,,1172973,,,
2013,2,1,3,0,,1172973,,,
2003,1,1,2,1,1,1172987,,,
2004,1,1,2,0,,1172987,,,
2005,1,1,2,1,2,1172987,,,
2006,1,2,2,0,,1172987,,,
2007,1,1,2,1,3,1172987,,,
2008,1,1,2,0,,1172987,,,
2009,1,1,2,0,,1172987,,,
2010,1,1,2,0,,1172987,,,
2011,1,1,2,0,,1172987,,,
2012,1,1,2,0,,1172987,,,
2013,1,1,2,0,,1172987,,,
2014,1,1,2,0,,1172987,,,
2015,1,1,1,0,,1172987,,,
2002,0,2,2,1,1,1173074,,,
2003,0,2,3,1,2,1173074,,,
2004,0,2,3,1,3,1173074,,,
2005,0,2,3,0,,1173074,,,
2006,0,2,3,1,4,1173074,,,
2007,0,2,3,1,5,1173074,,,
2008,0,2,3,0,,1173074,,,
2009,0,2,3,0,,1173074,,,
2010,0,2,1,0,,1173074,,,
2003,1,2,3,1,1,1173112,,,
2004,1,2,1,0,,1173112,,,
2008,1,1,1,1,1,1173155,,,
2009,1,1,1,0,,1173155,,,
2010,2,1,2,1,2,1173155,,,
2011,2,1,2,0,,1173155,,,
2012,2,1,2,0,,1173155,,,
2002,0,1,4,1,1,1173183,,,
2003,0,1,3,0,,1173183,,,
2004,0,1,3,0,,1173183,,,
2005,0,1,3,1,2,1173183,,,
2006,0,1,4,0,,1173183,,,
2007,0,1,4,0,,1173183,,,
2008,0,1,5,1,3,1173183,,,
2009,0,1,5,0,,1173183,,,
2010,0,1,5,0,,1173183,,,
2003,0,3,0,1,1,1173185,,,
2004,0,3,0,0,,1173185,,,
2005,1,3,0,1,2,1173185,,,
2006,2,3,0,0,,1173185,,,
2007,2,3,0,0,,1173185,,,
2004,0,2,0,1,1,1173248,,,
2005,0,2,0,0,,1173248,,,
2006,0,2,0,0,,1173248,,,
2007,0,2,0,0,,1173248,,,
2008,0,2,0,0,,1173248,,,
2009,0,2,0,0,,1173248,,,
2010,0,2,0,0,,1173248,,,
2011,0,2,0,0,,1173248,,,
2012,0,2,0,0,,1173248,,,
2013,0,2,0,0,,1173248,,,
2003,2,1,2,1,1,1173316,,,
2004,2,1,2,0,,1173316,,,
2005,2,1,2,0,,1173316,,,
2006,2,1,2,0,,1173316,,,
2007,2,1,2,0,,1173316,,,
2008,2,1,2,0,,1173316,,,
2002,3,2,1,1,1,1173353,,,
2003,3,2,1,0,,1173353,,,
2004,3,2,1,0,,1173353,,,
2002,0,2,1,1,1,1173446,,,
2003,0,2,2,0,,1173446,,,
2004,0,3,3,1,2,1173446,,,
2005,0,4,3,1,3,1173446,,,
2006,0,4,3,0,,1173446,,,
2007,0,4,5,1,4,1173446,,,
2008,1,3,5,0,,1173446,,,
2009,1,1,4,1,5,1173446,,,
2010,1,1,5,1,6,1173446,,,
2011,0,1,4,1,7,1173446,,,
2012,0,1,5,1,8,1173446,,,
2013,0,1,5,0,,1173446,,,
2014,0,1,3,0,,1173446,,,
2003,0,1,3,1,1,1173746,,,
2004,0,1,5,0,,1173746,,,
2005,0,1,5,0,,1173746,,,
2006,0,1,5,1,2,1173746,,,
2007,0,1,4,1,3,1173746,,,
2008,0,1,4,0,,1173746,,,
2009,0,1,4,1,4,1173746,,,
2010,0,1,4,1,5,1173746,,,
2011,0,1,2,0,,1173746,,,
2012,0,1,3,1,6,1173746,,,
2013,0,1,3,0,,1173746,,,
2014,0,1,0,0,,1173746,,,
2002,0,3,2,1,1,1173752,,,
2003,0,3,2,1,2,1173752,,,
2004,0,3,2,1,3,1173752,,,
2005,0,3,2,1,4,1173752,,,
2006,3,3,2,0,,1173752,,,
2007,4,3,0,0,,1173752,,,
2002,0,1,0,1,1,1173947,,,
2003,0,1,0,0,,1173947,,,
2004,0,1,0,0,,1173947,,,
2005,0,2,1,1,2,1173947,,,
2006,0,2,1,0,,1173947,,,
2007,0,3,1,1,3,1173947,,,
2008,0,3,1,0,,1173947,,,
2009,0,3,1,0,,1173947,,,
2010,0,3,1,0,,1173947,,,
2002,0,2,3,1,1,1174204,,,
2003,1,2,3,0,,1174204,,,
2004,1,2,5,1,2,1174204,,,
2005,1,2,4,0,,1174204,,,
2006,1,2,4,0,,1174204,,,
2007,1,2,4,0,,1174204,,,
2008,1,2,7,0,,1174204,,,
2009,1,2,7,0,,1174204,,,
2010,1,2,6,0,,1174204,,,
2002,1,2,5,1,1,1174224,,,
2003,1,2,5,1,2,1174224,,,
2004,1,2,5,0,,1174224,,,
2005,2,3,5,0,,1174224,,,
2006,1,1,6,1,3,1174224,,,
2007,1,1,6,0,,1174224,,,
2008,1,1,6,0,,1174224,,,
2009,2,1,8,1,4,1174224,,,
2010,2,2,6,0,,1174224,,,
2011,2,2,6,0,,1174224,,,
2012,1,1,6,0,,1174224,,,
2013,1,1,6,0,,1174224,,,
2014,1,1,6,1,5,1174224,,,
2015,2,1,6,1,6,1174224,,,
2016,2,1,6,0,,1174224,,,
2017,2,1,6,0,,1174224,,,
2003,2,1,0,1,1,1174227,,,
2004,2,3,1,1,2,1174227,,,
2005,1,3,1,0,,1174227,,,
2016,0,1,0,1,1,1174228,,,
2017,0,1,0,1,2,1174228,,,
2006,3,0,3,1,1,1174264,,,
2007,2,0,3,0,,1174264,,,
2008,2,1,4,1,2,1174264,,,
2009,2,1,4,0,,1174264,,,
2010,2,1,4,0,,1174264,,,
2011,1,1,4,0,,1174264,,,
2012,1,1,4,0,,1174264,,,
